Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
Skibidi,"Antipositive, Pt. 2",Little Big,"3,577",22.7,21343.0,1515150.0,49.0
I'm Geekin,I'm Geekin,DDG,"3,584",22.7,24334.0,3477076.0,60.0
Sunrise,One Thing At A Time,Morgan Wallen,"3,579",22.7,16554.0,1412703.0,67.0
Bella y Sensual,Golden,Romeo Santos,"3,611",22.6,45589.0,20264304.0,66.0
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,"3,603",22.6,10620.0,2901653.0,4.0
if looks could kill,if looks could kill,Destroy Lonely,"3,618",22.6,46086.0,4886494.0,62.0
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,"3,616",22.6,3303.0,2239918.0,52.0
Marisola - Remix,Marisola (Remix),Cris Mj,"3,621",22.6,47780.0,22081093.0,70.0
Trampoline,Trampoline,SHAED,"3,615",22.6,37923.0,4719100.0,55.0
Alone (with Nicki Minaj),Alone,Kim Petras,"3,622",22.6,18284.0,6628769.0,55.0
Te Vi,Los muchachos vol. 1 - EP,Piso 21,"3,610",22.6,62653.0,31913503.0,70.0
I Wanna Be Yours,AM,Arctic Monkeys,"3,597",22.6,277753.0,129062801.0,86.0
Story of My Life,Story of My Life,One Direction,"3,607",22.6,143693.0,85520811.0,79.0
Black Summer,Black Summer,Red Hot Chili Peppers,"3,606",22.6,34856.0,14539064.0,57.0
Devil You Know,Devil You Know - Single,Tyler Braden,"3,599",22.6,4046.0,11535906.0,21.0
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,"3,617",22.6,34461.0,5057389.0,65.0
Wish,Wish,Diler Kharkiya,"3,598",22.6,1036.0,186826.0,45.0
Ya Lili,Ya Lili,Balti,"3,609",22.6,18538.0,1506717.0,46.0
Those Eyes,Those Eyes,New West,"3,613",22.6,119530.0,33481593.0,73.0
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,"3,620",22.6,96138.0,42759011.0,71.0
Like I Want You,LIKE I WANT YOU,Giveon,"3,623",22.6,85310.0,24209669.0,69.0
Black Magic,Black Magic,Little Mix,"3,637",22.5,56621.0,20621933.0,67.0
Budapest,Did You Hear the Rain?,George Ezra,"3,646",22.5,140545.0,43438732.0,79.0
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,"3,631",22.5,16013.0,5249592.0,54.0
ERE,ERE,juan karlos,"3,626",22.5,8229.0,6844366.0,62.0
Alcohol-Free,Alcohol-Free,TWICE,"3,634",22.5,24906.0,7188926.0,62.0
Bad boy,Bad boy,Marwa Loud,"3,639",22.5,55077.0,5070531.0,63.0
Voices In My Head,Voices In My Head,Falling In Reverse,"3,644",22.5,33824.0,2017666.0,68.0
LA NENA,LA NENA - Single,Lyanno,"3,643",22.5,4064.0,52935650.0,80.0
Hati-Hati di Jalan,Manusia,Tulus,"3,627",22.5,21841.0,7413119.0,69.0
Quicksand,Quicksand,Morray,"3,642",22.5,39798.0,3748995.0,53.0
Singapur,El Androide,El Alfa,"3,641",22.5,32859.0,6302679.0,64.0
Just Dance,The Fame,Lady Gaga,"3,629",22.5,183102.0,83157868.0,74.0
Tom's Diner,Tom's Diner,AnnenMayKantereit,"3,640",22.5,117924.0,14177874.0,68.0
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,"3,625",22.5,89441.0,25654350.0,64.0
Marvins Room,Marvins Room,Drake,"3,624",22.5,102247.0,25718396.0,68.0
Hot (feat. Gunna),So Much Fun,Young Thug,"3,635",22.5,84975.0,16825587.0,64.0
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,"3,636",22.5,1929.0,194015.0,55.0
moment,moment,Vierre Cloud,"3,628",22.5,111710.0,19093657.0,71.0
Heaven Takes You Home,Paradise Again,Swedish House Mafia,"3,649",22.5,55197.0,31793054.0,71.0
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,"3,661",22.4,1941.0,494700.0,61.0
God Damn,Ek Tha Raja,Badshah,"3,651",22.4,1547.0,5202586.0,70.0
Razzi Bolja,Razzi Bolja,Harjeet Deewana,"3,664",22.4,1206.0,238098.0,51.0
"Tested, Approved & Trusted",I Told Them...,Burna Boy,"3,658",22.4,15081.0,3685016.0,61.0
GALOPA,GALOPA,PEDRO SAMPAIO,"3,667",22.4,26385.0,7610967.0,57.0
Reckless,Reckless,Madison Beer,"3,670",22.4,57183.0,22431648.0,66.0
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,"3,665",22.4,50891.0,7553724.0,60.0
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,"3,676",22.4,29696.0,13496258.0,61.0
Overdrive,Overdrive,Post Malone,"3,669",22.4,27992.0,6772366.0,63.0
Cuando Nadie Ve,Cuando Nadie Ve,Morat,"3,673",22.4,41914.0,21124626.0,72.0
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,"3,652",22.4,47712.0,8225689.0,62.0
Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,"3,672",22.4,14560.0,6470472.0,67.0
Sakhiyaan,Sakhiyaan,Maninder Buttar,"3,668",22.4,14789.0,2384549.0,65.0
Aynen,Hermano,Heijan,"3,663",22.4,12381.0,2302824.0,57.0
IDGAF,Dua Lipa (Deluxe),Dua Lipa,"3,675",22.4,108894.0,36019109.0,71.0
Maniac,Maniac,Conan Gray,"3,653",22.4,109624.0,33327204.0,71.0
Si Supieras,Si Supieras,Daddy Yankee,"3,677",22.4,33666.0,10575144.0,63.0
Love Someone,Love Someone,Lukas Graham,"3,674",22.4,76430.0,26556274.0,63.0
Dance Alone,Dance Alone,Sia,"3,660",22.4,3020.0,15579341.0,3.0
Suano,Suano - Single,NTG,"3,656",22.4,1439.0,35368637.0,71.0
Heart On Ice,Heart On Ice,Rod Wave,"3,659",22.4,70340.0,8592699.0,62.0
POP/STARS,POP/STARS,K/DA,"3,650",22.4,49066.0,6820467.0,64.0
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,"3,671",22.4,25649.0,5257047.0,59.0
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,"3,657",22.4,38872.0,27661038.0,60.0
NEW MAGIC WAND,IGOR,"Tyler, The Creator","3,703",22.3,145653.0,18875661.0,74.0
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,"3,686",22.3,7017.0,3232549.0,58.0
Monster,Monster,LUM!X,"3,704",22.3,84886.0,16138519.0,66.0
River (feat. Ed Sheeran),Revival,Eminem,"3,691",22.3,95470.0,18564708.0,67.0
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,"3,690",22.3,59992.0,11239045.0,61.0
Wide Awake,538 Hitzone 63,Katy Perry,"3,681",22.3,47976.0,35749050.0,73.0
Lush Life,Lush Life,Zara Larsson,"3,687",22.3,151855.0,83732411.0,78.0
Kitty,Kitty,Kenia OS,"3,680",22.3,703.0,18729564.0,77.0
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,"3,693",22.3,10142.0,5412622.0,64.0
Wildberry Lillet,Wildberry Lillet,Nina Chuba,"3,694",22.3,46697.0,7654058.0,58.0
Amapiano,Amapiano,Asake,"3,701",22.3,21556.0,4941800.0,63.0
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,"3,697",22.3,26160.0,3816329.0,2.0
Take A Bite,Take A Bite,beabadoobee,"3,700",22.3,2529.0,28016380.0,78.0
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,"3,699",22.3,56563.0,16313578.0,64.0
on the street (with J. Cole),on the street (with J. Cole),j-hope,"3,689",22.3,21804.0,15669021.0,63.0
LOST FOREVER,UTOPIA,Travis Scott,"3,683",22.3,33290.0,3109142.0,62.0
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,"3,696",22.3,45773.0,14539681.0,67.0
SET ME FREE,READY TO BE,TWICE,"3,705",22.3,11752.0,4854730.0,62.0
Say Something,Say Something,A Great Big World,"3,714",22.2,116991.0,57390894.0,65.0
You Belong With Me,Fearless,Taylor Swift,"3,720",22.2,87942.0,27210610.0,66.0
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,"3,731",22.2,160628.0,48988304.0,77.0
Tchuco Nela,Tchuco Nela,MC Rogerinho,"3,727",22.2,14889.0,8354745.0,72.0
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,"3,730",22.2,276377.0,115315508.0,79.0
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,"3,706",22.2,35991.0,11957152.0,61.0
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,"3,722",22.2,40536.0,3970533.0,56.0
One in a Million,One in a Million,Bebe Rexha,"3,734",22.2,17147.0,65679098.0,70.0
Playing Games,Playing Games,Summer Walker,"3,737",22.2,26786.0,5711358.0,58.0
Often,Ultimate R&B 2014,The Weeknd,"3,728",22.2,142822.0,40628124.0,73.0
Better Things,Better Things - Single,aespa,"3,738",22.2,7731.0,5625254.0,60.0
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,"3,716",22.2,4244.0,2598110.0,50.0
SEVILLA,SEVILLA,Thrife,"3,725",22.2,23652.0,1011837.0,41.0
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,"3,717",22.2,4.0,95.0,6.0
GHOST!,GHOST!,phonk.me,"3,713",22.2,24672.0,15850206.0,67.0
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,"3,726",22.2,3729.0,21277335.0,77.0
Inolvidable,Inolvidable,Ovy On The Drums,"3,712",22.2,38487.0,8731809.0,65.0
Zombie,Zombie,Bad Wolves,"3,718",22.2,77293.0,8225027.0,6.0
NI BIEN NI MAL,X 100PRE,Bad Bunny,"3,735",22.2,57617.0,14966162.0,61.0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,"3,736",22.2,57447.0,23619962.0,63.0
Candy Shop,Candy Shop,50 Cent,"3,732",22.2,219091.0,69258950.0,75.0
ONLY,ONLY,LeeHi,"3,724",22.2,50340.0,7777287.0,71.0
Avalon,Avalon,$uicideboy$,"3,723",22.2,54797.0,3940409.0,65.0
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,"3,751",22.1,57350.0,12202121.0,59.0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,"3,747",22.1,19814.0,4852560.0,61.0
DANCE CRIP,DANCE CRIP,Trueno,"3,754",22.1,50642.0,5259227.0,61.0
stellar,stellar,.diedlonely,"3,742",22.1,6022.0,1268699.0,66.0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,"3,740",22.1,24857.0,13763202.0,53.0
Malibu,Malibu,Miley Cyrus,"3,763",22.1,87422.0,33951824.0,68.0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,"3,746",22.1,54042.0,7715768.0,75.0
Spinnin,Spinnin,Connor Price,"3,741",22.1,49659.0,12999272.0,63.0
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,"3,757",22.1,8746.0,5016334.0,59.0
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,"3,758",22.1,35760.0,13777862.0,70.0
All By Myself,All By Myself,Alok,"3,764",22.1,23576.0,35626223.0,68.0
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,"3,762",22.1,285.0,25137.0,7.0
Time of Our Lives,Time of Our Lives,Pitbull,"3,739",22.1,203125.0,103528914.0,79.0
Blood // Water,Blood / / Water,grandson,"3,745",22.1,132079.0,18302636.0,68.0
Famous Hoes,Famous Hoes,NLE Choppa,"3,753",22.1,37176.0,2555897.0,54.0
This Town,This Town,Niall Horan,"3,743",22.1,107486.0,73687531.0,74.0
Lil Bit,Lil Bit,Nelly,"3,792",22.0,40989.0,10401884.0,61.0
Nenas,Nenas,Anni K,"3,790",22.0,5.0,22387.0,10.0
Rainy Days,Layover,V,"3,776",22.0,10383.0,13943814.0,70.0
Disaster,Disaster - Single,KSLV Noh,"3,784",22.0,72424.0,23939335.0,65.0
Feelings,Feelings,Sumit Goswami,"3,773",22.0,4380.0,426039.0,54.0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,"3,770",22.0,10962.0,1379201.0,4.0
Los Collares,Los Collares,Oscar Maydon,"3,769",22.0,23892.0,9122511.0,72.0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,"3,772",22.0,1347.0,7618938.0,70.0
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,"3,778",22.0,261469.0,53941189.0,63.0
It's That Time,It's That Time,Marlon Hoffstadt,"3,789",22.0,28087.0,18522511.0,62.0
Bakkal Amca,Bakkal Amca,Kukuli,"3,775",22.0,850.0,54262.0,36.0
BellaBella,Bella Bella (feat. Scelo),Vanco,"3,783",22.0,12.0,142.0,1.0
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,"3,782",22.0,53548.0,22066757.0,66.0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,"3,766",22.0,53038.0,20272136.0,63.0
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,"3,787",22.0,2375.0,2311705.0,55.0
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,"3,779",22.0,6899.0,2394704.0,61.0
Fed Up,ANTI-ICON,Ghostemane,"3,785",22.0,71843.0,10101641.0,64.0
Be The One,Be The One,Eli Brown,"3,777",22.0,34283.0,39325226.0,67.0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,"3,788",22.0,1675.0,21053939.0,73.0
This City,Not a Hobby,Sam Fischer,"3,767",22.0,74321.0,32015799.0,63.0
Get Back,Meet The Woo 2,Pop Smoke,"3,800",21.9,123588.0,10315713.0,64.0
Panic Room,Panic Room,Au/Ra,"3,821",21.9,54160.0,11403808.0,63.0
Noticed,Noticed,Lil Mosey,"3,819",21.9,114135.0,13562882.0,65.0
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,"3,809",21.9,165691.0,25912755.0,70.0
Happy Birthday,Happy Birthday,Jovanie,"3,793",21.9,449.0,53427.0,3.0
The Greatest,The Greatest,Sia,"3,812",21.9,66668.0,19682111.0,62.0
Ignite,Ignite,Alan Walker,"3,815",21.9,61901.0,8272313.0,64.0
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,"3,805",21.9,71478.0,11466134.0,53.0
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,"3,814",21.9,16202.0,12738423.0,19.0
Overwhelmed,Overwhelmed,Royal & the Serpent,"3,813",21.9,49325.0,8000164.0,62.0
Good as Hell,Good As Hell,Lizzo,"3,799",21.9,76581.0,23235611.0,66.0
Adictiva,Adictiva,Daddy Yankee,"3,817",21.9,50261.0,14055347.0,62.0
Kitsch,Kitsch,IVE,"3,798",21.9,12540.0,4019167.0,64.0
Rewrite The Stars,Rewrite The Stars,Zac Efron,"3,823",21.8,89520.0,20163755.0,67.0
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,"3,836",21.8,37204.0,14531541.0,74.0
Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,"3,842",21.8,23393.0,21692426.0,75.0
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,"3,841",21.8,93643.0,10186393.0,70.0
Desde Esa Noche,Desde Esa Noche,Thalia,"3,845",21.8,25025.0,10799784.0,59.0
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,"3,839",21.8,99429.0,20117915.0,66.0
Pulsar Bike,Dhamaka (Original Motion Picture Soundtrack) - EP,Bheems Ceciroleo,"3,844",21.8,1308.0,893063.0,27.0
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,"3,830",21.8,79755.0,13755423.0,63.0
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,"3,831",21.8,10885.0,2902589.0,60.0
Do not touch,Do not touch,MISAMO,"3,828",21.8,8260.0,3310476.0,57.0
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,"3,840",21.8,35421.0,6478459.0,65.0
Ambition For Cash,Ambition For Cash,Key Glock,"3,835",21.8,79303.0,26443727.0,70.0
Besito,Besito,Soy Pau,"3,838",21.8,458.0,44624.0,50.0
Be Kind (with Halsey),Manic,Marshmello,"3,829",21.8,67417.0,29811087.0,67.0
I GOT YOU,I GOT YOU,TWICE,"3,843",21.8,3500.0,6710198.0,13.0
CCC,CCC,Michelle Maciel,"3,837",21.8,15475.0,4201646.0,67.0
Dime,Dime,El Malilla,"3,827",21.8,1248.0,57818152.0,75.0
Do you like yogurt,Do you like yogurt - Single,Pierce,"3,861",21.7,3.0,433.0,1.0
Jee Ni Lagda,Making Memories,Karan Aujla,"3,871",21.7,7404.0,1780691.0,62.0
Sudden Shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",Eclipse,"3,862",21.7,1093.0,11421810.0,75.0
Nira Ishq,Nira Ishq,Guri,"3,873",21.7,5921.0,739326.0,61.0
Los Cachos,Los Cachos - Single,Piso 21,"3,858",21.7,27199.0,9782411.0,63.0
Jugnu,Jugnu,Badshah,"3,847",21.7,11105.0,3811972.0,61.0
nE !?,#1 - EP,Lvbel C5,"3,859",21.7,1698.0,3907201.0,71.0
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,"3,869",21.7,63452.0,9753180.0,58.0
Fim de Semana no Rio,Fim de Semana no Rio,Teto,"3,856",21.7,32542.0,6206794.0,61.0
Hot N*gga,Hot N*gga,Bobby Shmurda,"3,851",21.7,122568.0,20199078.0,64.0
For Tonight,For Tonight,Giveon,"3,848",21.7,46330.0,19899069.0,59.0
Barely Holdin' On,Barely Holdin' On,Polo G,"3,846",21.7,22225.0,4792493.0,59.0
Lihim,Lihim,Arthur Miguel,"3,849",21.7,4215.0,13721864.0,65.0
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,"3,878",21.7,14429.0,12456842.0,61.0
Hallelujah,A Pentatonix Christmas,Pentatonix,"3,885",21.7,47499.0,20527523.0,55.0
You can't control my heart,Missing,Kurochuu,"3,870",21.7,2.0,2190.0,1.0
March Madness,56 Nights,Future,"3,886",21.7,46212.0,10914718.0,61.0
Never Gonna Not Dance Again,Never Gonna Not Dance Again - Single,P!nk,"3,884",21.7,1991.0,492746.0,40.0
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,"3,875",21.7,78546.0,20739392.0,59.0
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,"3,876",21.7,117843.0,15973142.0,69.0
STARGAZING,ASTROWORLD,Travis Scott,"3,887",21.7,140977.0,21048687.0,70.0
All My Life,All My Life,Falling In Reverse,"3,879",21.7,471.0,11007124.0,65.0
If You Want Love,Perception,NF,"3,877",21.7,78449.0,16977422.0,65.0
White Iverson,White Iverson,Post Malone,"3,918",21.6,158507.0,27779312.0,70.0
Hola - Remix,Hola (Remix),Dalex,"3,900",21.6,87957.0,23915679.0,64.0
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,"3,891",21.6,60774.0,17047156.0,64.0
I Know,I Know,Kanii,"3,914",21.6,15725.0,2639765.0,54.0
lost souls,The Melodic Blue,Baby Keem,"3,889",21.6,79180.0,9708315.0,64.0
Hold Me Closer,Diamonds (Deluxe),Elton John,"3,907",21.6,61255.0,53203700.0,68.0
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,"3,901",21.6,13672.0,3376873.0,50.0
Girls,Girls - The 2nd Mini Album,aespa,"3,923",21.6,11617.0,5520626.0,62.0
Classic,MKTO,MKTO,"3,922",21.6,172980.0,88942487.0,78.0
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,"3,905",21.6,65839.0,15313309.0,58.0
The Weekend,Ctrl,SZA,"3,896",21.6,71149.0,22408790.0,70.0
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,"3,920",21.6,18165.0,3041519.0,53.0
shipping,Follow Your Nature,great area,"3,902",21.6,259.0,4467.0,25.0
Stole the Show,Stole the Show,Kygo,"3,913",21.6,131842.0,38541359.0,70.0
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,"3,906",21.6,22915.0,8881878.0,56.0
Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,"3,917",21.6,487.0,24227.0,29.0
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,"3,919",21.6,32141.0,3198359.0,63.0
10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES,Metro Boomin,"3,894",21.6,164540.0,26346726.0,71.0
Bahagiaku Sederhana,Bahagiaku Sederhana,Jamik Jams,"3,895",21.6,59.0,12313.0,21.0
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,"3,908",21.6,8225.0,21015676.0,79.0
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,"3,909",21.6,32179.0,23070902.0,63.0
Teresa & Maria,Teresa & Maria,alyona alyona,"3,916",21.6,2862.0,2254638.0,73.0
Conversations,Legends Never Die,Juice WRLD,"3,904",21.6,93838.0,13263446.0,68.0
Rake It Up,Rake It Up,Yo Gotti,"3,924",21.6,47875.0,14327367.0,58.0
De Vuelta Pa' La Vuelta,De Vuelta Pa' La Vuelta,Daddy Yankee,"3,910",21.6,23301.0,15473906.0,62.0
Walk,Walk/Spin,Kodak Black,"3,903",21.6,33941.0,10580136.0,54.0
9 bis 9,9 bis 9,SIRA,"3,935",21.5,34675.0,5950045.0,66.0
Versace on the Floor,24K Magic,Bruno Mars,"3,949",21.5,64011.0,17977153.0,72.0
Bailando,Bailandome,El Jordan 23,"3,954",21.5,24359.0,2386279.0,61.0
Runaway (U & I) [Dance],"This Is MELON, Vol. 1 (Dance)",MELON,"3,961",21.5,3124.0,10531046.0,42.0
Hasta la Miel Amarga (feat. Grupo Firme),Hasta la Miel Amarga (En Vivo),"Luis Angel ""El Flaco""","3,940",21.5,14849.0,8963601.0,41.0
Buss It,Buss It,Erica Banks,"3,936",21.5,32202.0,13605018.0,53.0
Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,"3,938",21.5,45505.0,2568098.0,69.0
"Akh Lad Jaave (From ""Loveyatri"")","Akh Lad Jaave (From ""Loveyatri"")",Badshah,"3,950",21.5,10461.0,4441829.0,55.0
Uhaw,Uhaw,Dilaw,"3,958",21.5,5084.0,1645697.0,54.0
FRIKI,FRIKI,Feid,"3,939",21.5,28166.0,14221715.0,71.0
GOAT,Goat - Single,Number_i,"3,951",21.5,762.0,2929511.0,66.0
Bondade de Deus,Bondade de Deus,Isaias Saad,"3,960",21.5,15910.0,8695499.0,63.0
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,"3,932",21.5,33016.0,33841199.0,75.0
Love 119,Love 119,RIIZE,"3,928",21.5,2509.0,8351511.0,59.0
Jar of Hearts,jar of hearts,Christina Perri,"3,945",21.5,65494.0,31544782.0,65.0
UP,UP,INNA,"3,944",21.5,7611.0,1055511.0,49.0
LOS APARATOS,LOS APARATOS,El Alfa,"3,943",21.5,30579.0,5580377.0,65.0
I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,Clinton Kane,"3,959",21.5,75352.0,37597369.0,63.0
SWEET / I THOUGHT YOU WANTED TO DANCE,CALL ME IF YOU GET LOST,"Tyler, The Creator","3,947",21.5,93761.0,9361340.0,69.0
Try,NRJ Hit List 2012 Vol 2,P!nk,"3,955",21.5,94974.0,33907759.0,74.0
Saiyaan Ji,Saiyaan Ji,Yo Yo Honey Singh,"3,942",21.5,5646.0,1398949.0,48.0
Can I Call You Tonight?,Can I Call You Tonight?,Dayglow,"3,930",21.5,158639.0,32332004.0,71.0
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,"3,931",21.5,295491.0,96032046.0,80.0
DISPO,DISPO,KAROL G,"3,952",21.5,11700.0,10018246.0,68.0
Obsessed,Obsessed,Riar Saab,"3,972",21.4,18781.0,6151558.0,64.0
Ropa Cara,Ropa Cara,Camilo,"3,979",21.4,19981.0,3838967.0,50.0
Straightenin,Straightenin,Migos,"3,968",21.4,61959.0,9905843.0,51.0
Bring Me To Life,Fallen,Evanescence,"3,963",21.4,229491.0,68545536.0,79.0
Me Gusta,Me Gusta,Shakira,"3,991",21.4,49237.0,19452357.0,61.0
Middle,Middle,DJ Snake,"3,974",21.4,136601.0,31036842.0,70.0
Ron Artest,Ron Artest,Babyface Ray,"3,973",21.4,28846.0,5713050.0,65.0
El Patito Juan,La Hormiguita Hippie,Biper Y Sus Amigos,"3,969",21.4,3040.0,672003.0,54.0
Different 'Round Here,Different 'Round Here,Riley Green,"3,980",21.4,9014.0,9899290.0,60.0
Jumpshot,Sunday,Dawin,"3,976",21.4,8334.0,1543930.0,45.0
Mockingbird,Encore (Deluxe),Eminem,"3,983",21.4,293385.0,44640604.0,82.0
Drift Night,Drift Night,Alfianie,"3,967",21.4,137.0,18188.0,29.0
Asesina,Asesina,Brytiago,"3,982",21.4,33711.0,5993578.0,62.0
bread & butter,bread & butter - Single,Gunna,"3,977",21.4,29986.0,3865630.0,54.0
Smile (with The Weeknd),Legends Never Die,Juice WRLD,"3,984",21.4,92879.0,13210421.0,62.0
XXL,EL CHAVO,UZI,"3,962",21.4,13324.0,1760479.0,58.0
Show Me How,Show Me How - Single,Men I Trust,"3,965",21.4,145278.0,21911416.0,20.0
Pour It Up,Unapologetic (Edited Version),Rihanna,"3,964",21.4,59548.0,22751107.0,64.0
Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,"3,993",21.3,83294.0,21025597.0,71.0
Por las Noches (Remix),Por las Noches (Remix) - Single,Peso Pluma,"4,023",21.3,14028.0,4216550.0,62.0
TABU.,TABU.,Yung Yury,"4,009",21.3,40021.0,4746927.0,63.0
Solid (feat. Drake),Slime Language 2,Young Stoner Life,"3,992",21.3,103470.0,22919370.0,61.0
Joro,Joro,Wizkid,"4,005",21.3,59052.0,4339220.0,59.0
House Of Lies,House Of Lies,Ikka,"4,013",21.3,137.0,2965343.0,42.0
Stop Breathing,Whole Lotta Red,Playboi Carti,"4,002",21.3,76739.0,7135729.0,66.0
The Rapture Pt.III,The Rapture Pt.III - Single,&ME,"4,016",21.3,34272.0,14914861.0,65.0
all the good girls go to hell,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,"4,008",21.3,74072.0,22449798.0,68.0
So Fine,So Fine,Realest Cram,"3,996",21.3,3957.0,3289713.0,62.0
Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,"4,003",21.3,191719.0,29522697.0,79.0
505,Favourite Worst Nightmare,Arctic Monkeys,"3,999",21.3,315657.0,60158552.0,80.0
Banco do Carona,Banco do Carona,Mc Don Juan,"4,019",21.3,9468.0,8189292.0,60.0
DISCOTEKA (feat. Locura Mix),DISCOTEKA (feat. Locura Mix),The La Planta,"4,001",21.3,15308.0,4179773.0,60.0
