Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Genres
Krippy Kush,Krippy Kush,Farruko,"3,500",23.0,29638.0,8623457.0,56.0,Unknown
Do It,VULTURES 1,Kanye West,"3,503",23.0,11523.0,11610664.0,,Unknown
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,"3,518",23.0,6191.0,39878495.0,79.0,Unknown
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,"3,521",23.0,58239.0,5643840.0,64.0,Unknown
Cuaderno,Climaxxx,Dalex,"3,511",23.0,57071.0,15542644.0,63.0,Unknown
Leja Re,Leja Re,Dhvani Bhanushali,"3,504",23.0,7444.0,1576312.0,55.0,Unknown
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,"3,522",23.0,75.0,194541.0,53.0,Unknown
Paro - Speed Up,Paro (Speed Up),Nej,"3,512",23.0,20834.0,6538674.0,53.0,Unknown
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,"3,501",23.0,42715.0,5866774.0,75.0,Unknown
Girl,Easy Money Baby,Myke Towers,"3,523",23.0,66574.0,10919097.0,70.0,Unknown
Saving Up,Saving Up,Dom Dolla,"3,516",23.0,21585.0,55905413.0,,Unknown
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,"3,505",23.0,172881.0,24951320.0,74.0,Unknown
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,"3,502",23.0,116321.0,15413876.0,65.0,Unknown
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,"3,515",23.0,5648.0,3808001.0,59.0,Unknown
LLYLM,LLYLM,ROSALï¿½,"3,513",23.0,25380.0,8516973.0,60.0,Unknown
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,"3,510",23.0,16234.0,2550626.0,59.0,Unknown
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,"3,506",23.0,2389.0,473657.0,29.0,Unknown
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,"3,514",23.0,120.0,15324.0,20.0,Unknown
La player (Bandolera),La Player (Bandolera),Zion & Lennox,"3,520",23.0,60339.0,19082403.0,65.0,Unknown
ART,TYLA,Tyla,"3,507",23.0,3984.0,25998283.0,,Unknown
Let's Love,Let's Love,Sia,"3,509",23.0,44252.0,11141387.0,57.0,Unknown
DASH,Fe3O4: BREAK,NMIXX,"3,530",22.9,2870.0,8114713.0,11.0,Unknown
On My Mind,On My Mind,Diplo,"3,526",22.9,146593.0,20526230.0,60.0,Unknown
Vampiro,Vampiro,Matuï¿,"3,527",22.9,37790.0,7871652.0,67.0,Unknown
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,"3,535",22.9,24182.0,4216247.0,,Unknown
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,"3,542",22.9,1567.0,19516267.0,74.0,Unknown
Delincuente,Delincuente,Tokischa,"3,541",22.9,35863.0,12100534.0,68.0,Unknown
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,"3,531",22.9,2993.0,12990773.0,,Unknown
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,"3,543",22.9,41774.0,34142715.0,65.0,Unknown
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator","3,536",22.9,40539.0,4631003.0,63.0,Unknown
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,"3,538",22.9,109606.0,23041032.0,62.0,Unknown
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,"3,540",22.9,18212.0,7936625.0,,Unknown
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,"3,528",22.9,1494.0,2272746.0,,Unknown
Fever,Future Nostalgia,Dua Lipa,"3,532",22.9,50838.0,9475236.0,57.0,Unknown
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,"3,539",22.9,75230.0,11893074.0,67.0,Unknown
Hands up!,Hands up!,6arelyhuman,"3,533",22.9,30542.0,5116146.0,5.0,Unknown
Buenas,Buenas,Quevedo,"3,529",22.9,22023.0,7264376.0,,Unknown
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,"3,537",22.9,5624.0,10655675.0,,Unknown
Let Her Go,All The Little Lights,Passenger,"3,534",22.9,205647.0,46729104.0,73.0,folk pop
Put Your Records On,Put Your Records On,Ritt Momney,"3,561",22.8,79793.0,18207064.0,65.0,Unknown
So Am I,So Am I,Ava Max,"3,558",22.8,57702.0,10099210.0,66.0,Unknown
Slide,Slide,Calvin Harris,"3,555",22.8,165916.0,41514442.0,69.0,Unknown
Feel Good Inc.,Demon Days,Gorillaz,"3,548",22.8,357484.0,72604627.0,78.0,Unknown
Me And My Broken Heart,Power Hits 2014,Rixton,"3,563",22.8,115255.0,27152345.0,71.0,Unknown
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,"3,566",22.8,90422.0,12036582.0,58.0,Unknown
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,"3,565",22.8,3377.0,711026.0,46.0,Unknown
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,"3,560",22.8,17197.0,13770893.0,67.0,Unknown
GIRL LIKE ME,Translation,Black Eyed Peas,"3,547",22.8,74777.0,20137742.0,62.0,Unknown
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,"3,553",22.8,1333.0,1102247.0,32.0,Unknown
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,"3,550",22.8,62990.0,35314187.0,69.0,Unknown
Here With Me,Here With Me,Marshmello,"3,564",22.8,70317.0,19641164.0,66.0,Unknown
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,"3,562",22.8,58453.0,15619408.0,63.0,Unknown
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,"3,545",22.8,26701.0,54553074.0,73.0,Unknown
TWINNEM,TWINNEM,Coi Leray,"3,557",22.8,10084.0,1619073.0,42.0,Unknown
Mood,Mood,Makar,"3,551",22.8,50326.0,3786319.0,55.0,Unknown
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,"3,549",22.8,11356.0,9053525.0,72.0,Unknown
"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,"3,554",22.8,35544.0,6481114.0,62.0,Unknown
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,"3,546",22.8,8.0,3490536.0,,Unknown
KABUKI,KABUKI,Cuckoo Coco,"3,544",22.8,,,,Unknown
The Bones,GIRL...The Bones,Maren Morris,"3,556",22.8,32656.0,13523577.0,63.0,Unknown
Good News,Good News,Mac Miller,"3,567",22.8,116525.0,15419745.0,64.0,Unknown
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,"3,559",22.8,58130.0,8587722.0,62.0,Unknown
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,"3,552",22.8,18046.0,6605054.0,59.0,Unknown
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,"3,568",22.8,72270.0,18270302.0,58.0,Unknown
Evoque Prata,Evoque Prata,MC MENOR HR,"3,595",22.7,33067.0,14383640.0,58.0,Unknown
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,"3,580",22.7,592.0,22270490.0,67.0,Unknown
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,"3,590",22.7,37044.0,3705069.0,53.0,Unknown
Pakistan,Pakistan,D-Block Europe,"3,594",22.7,25855.0,2553452.0,56.0,Unknown
Beat the Odds,Beat the Odds,Lil Tjay,"3,575",22.7,49847.0,5823632.0,60.0,Unknown
Barely Breathing,Barely Breathing,Grant Averill,"3,582",22.7,616.0,19001.0,22.0,Unknown
All Around The World (La La La),All Around The World (La La La),R3HAB,"3,571",22.7,124386.0,40611935.0,68.0,Unknown
"You're On Your Own, Kid",Midnights,Taylor Swift,"3,585",22.7,34908.0,21579957.0,72.0,Unknown
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,kostromin,"3,578",22.7,41062.0,3658542.0,8.0,Unknown
Already Rich,Already Rich,Yeat,"3,592",22.7,31578.0,4170271.0,70.0,Unknown
Bandana,Bandana - Single,Shubh,"3,576",22.7,1644.0,5818260.0,72.0,Unknown
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,"3,573",22.7,921.0,7492428.0,74.0,Unknown
Bruises,Bruises,Lewis Capaldi,"3,570",22.7,132498.0,38683695.0,73.0,Unknown
exile (feat. Bon Iver),folklore,Taylor Swift,"3,572",22.7,81489.0,55181767.0,72.0,Unknown
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,"3,596",22.7,7964.0,8670175.0,62.0,Unknown
Raja Ji,Raja Ji,Pawan Singh,"3,581",22.7,456.0,263080.0,61.0,Unknown
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,"3,593",22.7,5363.0,288263.0,50.0,Unknown
Love Sosa,Finally Rich (Deluxe),Chief Keef,"3,586",22.7,224483.0,30472220.0,74.0,Unknown
HIND'S HALL,HIND'S HALL,Macklemore,"3,589",22.7,2291.0,2406268.0,73.0,Unknown
Skibidi,"Antipositive, Pt. 2",Little Big,"3,577",22.7,21343.0,1515150.0,49.0,Unknown
I'm Geekin,I'm Geekin,DDG,"3,584",22.7,24334.0,3477076.0,60.0,Unknown
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,"3,574",22.7,7057.0,10565513.0,71.0,Unknown
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,"3,583",22.7,52754.0,16157389.0,73.0,Unknown
Sunrise,One Thing At A Time,Morgan Wallen,"3,579",22.7,16554.0,1412703.0,67.0,Unknown
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,"3,588",22.7,17061.0,4818145.0,,Unknown
Para de Mentir,Para de Mentir,Oruam,"3,569",22.7,4971.0,5768959.0,,Unknown
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,"3,591",22.7,1252.0,7389987.0,,Unknown
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,"3,587",22.7,502.0,83027.0,29.0,Unknown
Bella y Sensual,Golden,Romeo Santos,"3,611",22.6,45589.0,20264304.0,66.0,Unknown
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,"3,603",22.6,10620.0,2901653.0,4.0,Unknown
if looks could kill,if looks could kill,Destroy Lonely,"3,618",22.6,46086.0,4886494.0,62.0,Unknown
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,"3,616",22.6,3303.0,2239918.0,52.0,Unknown
Marisola - Remix,Marisola (Remix),Cris Mj,"3,621",22.6,47780.0,22081093.0,70.0,Unknown
Trampoline,Trampoline,SHAED,"3,615",22.6,37923.0,4719100.0,55.0,Unknown
Alone (with Nicki Minaj),Alone,Kim Petras,"3,622",22.6,18284.0,6628769.0,55.0,Unknown
Godï¿½ï¿½ï¿½,GO LIVE,Stray Kids,"3,600",22.6,30447.0,7012694.0,68.0,Unknown
Te Vi,Los muchachos vol. 1 - EP,Piso 21,"3,610",22.6,62653.0,31913503.0,70.0,Unknown
I Wanna Be Yours,AM,Arctic Monkeys,"3,597",22.6,277753.0,129062801.0,86.0,Unknown
Boyfriend,Believe,Justin Bieber,"3,614",22.6,73149.0,29404069.0,70.0,Unknown
PARANOIA,PARANOIA,HEARTSTEEL,"3,601",22.6,13012.0,1664856.0,,Unknown
Story of My Life,Story of My Life,One Direction,"3,607",22.6,143693.0,85520811.0,79.0,Unknown
Black Summer,Black Summer,Red Hot Chili Peppers,"3,606",22.6,34856.0,14539064.0,57.0,Unknown
Devil You Know,Devil You Know - Single,Tyler Braden,"3,599",22.6,4046.0,11535906.0,21.0,Unknown
run for the hills,THINK LATER,Tate McRae,"3,604",22.6,10296.0,16902097.0,,Unknown
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,"3,617",22.6,34461.0,5057389.0,65.0,Unknown
Wish,Wish,Diler Kharkiya,"3,598",22.6,1036.0,186826.0,45.0,Unknown
Let Me Love You,Turning Point,Mario,"3,608",22.6,146441.0,57655350.0,70.0,Unknown
Sofia,Sofia,Alvaro Soler,"3,612",22.6,59509.0,9323605.0,65.0,Unknown
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,"3,605",22.6,13038.0,16595457.0,,Unknown
Ya Lili,Ya Lili,Balti,"3,609",22.6,18538.0,1506717.0,46.0,Unknown
Those Eyes,Those Eyes,New West,"3,613",22.6,119530.0,33481593.0,73.0,Unknown
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,"3,602",22.6,1483.0,4517785.0,,Unknown
Explï¿½ï¿½,Para Mi Ex,Myke Towers,"3,619",22.6,57909.0,7781405.0,62.0,Unknown
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,"3,620",22.6,96138.0,42759011.0,71.0,Unknown
Like I Want You,LIKE I WANT YOU,Giveon,"3,623",22.6,85310.0,24209669.0,69.0,Unknown
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,"3,638",22.5,790.0,115824.0,,Unknown
Black Magic,Black Magic,Little Mix,"3,637",22.5,56621.0,20621933.0,67.0,Unknown
Budapest,Did You Hear the Rain?,George Ezra,"3,646",22.5,140545.0,43438732.0,79.0,Unknown
Shellfish cumbia,Retumbo,H2O,"3,633",22.5,2.0,4.0,,Unknown
La Gï¿½ï¿½e,La Gï¿½ï¿½erita - Si,Grupo Marca Registrada,"3,645",22.5,1325.0,40146341.0,75.0,Unknown
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,"3,631",22.5,16013.0,5249592.0,54.0,Unknown
ERE,ERE,juan karlos,"3,626",22.5,8229.0,6844366.0,62.0,Unknown
Alcohol-Free,Alcohol-Free,TWICE,"3,634",22.5,24906.0,7188926.0,62.0,Unknown
Bad boy,Bad boy,Marwa Loud,"3,639",22.5,55077.0,5070531.0,63.0,Unknown
Voices In My Head,Voices In My Head,Falling In Reverse,"3,644",22.5,33824.0,2017666.0,68.0,Unknown
LA NENA,LA NENA - Single,Lyanno,"3,643",22.5,4064.0,52935650.0,80.0,Unknown
Better Now,beerbongs & bentleys,Post Malone,"3,647",22.5,5013.0,1630513.0,46.0,Unknown
Hati-Hati di Jalan,Manusia,Tulus,"3,627",22.5,21841.0,7413119.0,69.0,Unknown
Algo Mï¿½ï¿½,Algo Mï¿½ï¿½,Rauw Alejandro,"3,648",22.5,57388.0,9038307.0,64.0,Unknown
Quicksand,Quicksand,Morray,"3,642",22.5,39798.0,3748995.0,53.0,Unknown
Singapur,El Androide,El Alfa,"3,641",22.5,32859.0,6302679.0,64.0,Unknown
Just Dance,The Fame,Lady Gaga,"3,629",22.5,183102.0,83157868.0,74.0,Unknown
Tom's Diner,Tom's Diner,AnnenMayKantereit,"3,640",22.5,117924.0,14177874.0,68.0,Unknown
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,"3,625",22.5,89441.0,25654350.0,64.0,Unknown
Ojos Marrones,Ojos Marrones - Single,Dos Waves,"3,632",22.5,,,,Unknown
Marvins Room,Marvins Room,Drake,"3,624",22.5,102247.0,25718396.0,68.0,Unknown
The Motto,Take Care (Deluxe),Drake,"3,630",22.5,89323.0,25996675.0,68.0,Unknown
Hot (feat. Gunna),So Much Fun,Young Thug,"3,635",22.5,84975.0,16825587.0,64.0,Unknown
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,"3,636",22.5,1929.0,194015.0,55.0,Unknown
moment,moment,Vierre Cloud,"3,628",22.5,111710.0,19093657.0,71.0,Unknown
Heaven Takes You Home,Paradise Again,Swedish House Mafia,"3,649",22.5,55197.0,31793054.0,71.0,Unknown
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,"3,661",22.4,1941.0,494700.0,61.0,Unknown
God Damn,Ek Tha Raja,Badshah,"3,651",22.4,1547.0,5202586.0,70.0,Unknown
Razzi Bolja,Razzi Bolja,Harjeet Deewana,"3,664",22.4,1206.0,238098.0,51.0,Unknown
"Tested, Approved & Trusted",I Told Them...,Burna Boy,"3,658",22.4,15081.0,3685016.0,61.0,Unknown
GALOPA,GALOPA,PEDRO SAMPAIO,"3,667",22.4,26385.0,7610967.0,57.0,Unknown
Reckless,Reckless,Madison Beer,"3,670",22.4,57183.0,22431648.0,66.0,Unknown
Paint The Town Red,Paint The Town Red,Doja Cat,"3,678",22.4,3719.0,1828974.0,52.0,"trap, hip hop, pop"
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,"3,665",22.4,50891.0,7553724.0,60.0,Unknown
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,"3,676",22.4,29696.0,13496258.0,61.0,Unknown
Overdrive,Overdrive,Post Malone,"3,669",22.4,27992.0,6772366.0,63.0,Unknown
Cuando Nadie Ve,Cuando Nadie Ve,Morat,"3,673",22.4,41914.0,21124626.0,72.0,Unknown
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,"3,652",22.4,47712.0,8225689.0,62.0,Unknown
Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,"3,672",22.4,14560.0,6470472.0,67.0,Unknown
Me Escapï¿,Me Escapï¿,DobleP,"3,654",22.4,7332.0,6306859.0,,Unknown
Sakhiyaan,Sakhiyaan,Maninder Buttar,"3,668",22.4,14789.0,2384549.0,65.0,Unknown
Without You (feat. Sandro Cavazza),AVï¿½ï¿½CI ,Avicii,"3,662",22.4,135290.0,29277394.0,73.0,Unknown
Aynen,Hermano,Heijan,"3,663",22.4,12381.0,2302824.0,57.0,Unknown
IDGAF,Dua Lipa (Deluxe),Dua Lipa,"3,675",22.4,108894.0,36019109.0,71.0,Unknown
Maniac,Maniac,Conan Gray,"3,653",22.4,109624.0,33327204.0,71.0,Unknown
Love Me Harder,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Ariana Grande,"3,655",22.4,80957.0,31639571.0,73.0,Unknown
Si Supieras,Si Supieras,Daddy Yankee,"3,677",22.4,33666.0,10575144.0,63.0,Unknown
Love Someone,Love Someone,Lukas Graham,"3,674",22.4,76430.0,26556274.0,63.0,Unknown
Dance Alone,Dance Alone,Sia,"3,660",22.4,3020.0,15579341.0,3.0,Unknown
Suano,Suano - Single,NTG,"3,656",22.4,1439.0,35368637.0,71.0,Unknown
Heart On Ice,Heart On Ice,Rod Wave,"3,659",22.4,70340.0,8592699.0,62.0,Unknown
POP/STARS,POP/STARS,K/DA,"3,650",22.4,49066.0,6820467.0,64.0,Unknown
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,"3,671",22.4,25649.0,5257047.0,59.0,Unknown
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,"3,657",22.4,38872.0,27661038.0,60.0,Unknown
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari No Barzinho (Ao Vivo No RJ),Mari Fernandez,"3,666",22.4,920.0,16028156.0,71.0,Unknown
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,"3,679",22.4,247483.0,44736824.0,70.0,Unknown
NEW MAGIC WAND,IGOR,"Tyler, The Creator","3,703",22.3,145653.0,18875661.0,74.0,Unknown
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,"3,686",22.3,7017.0,3232549.0,58.0,Unknown
Monster,Monster,LUM!X,"3,704",22.3,84886.0,16138519.0,66.0,Unknown
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,"3,684",22.3,3730.0,5697401.0,68.0,Unknown
River (feat. Ed Sheeran),Revival,Eminem,"3,691",22.3,95470.0,18564708.0,67.0,Unknown
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,"3,690",22.3,59992.0,11239045.0,61.0,Unknown
Wide Awake,538 Hitzone 63,Katy Perry,"3,681",22.3,47976.0,35749050.0,73.0,Unknown
Eyvah Neye Yarar,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,"3,698",22.3,2618.0,767611.0,,Unknown
Lush Life,Lush Life,Zara Larsson,"3,687",22.3,151855.0,83732411.0,78.0,Unknown
Kitty,Kitty,Kenia OS,"3,680",22.3,703.0,18729564.0,77.0,Unknown
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,"3,693",22.3,10142.0,5412622.0,64.0,Unknown
Wildberry Lillet,Wildberry Lillet,Nina Chuba,"3,694",22.3,46697.0,7654058.0,58.0,Unknown
Amapiano,Amapiano,Asake,"3,701",22.3,21556.0,4941800.0,63.0,Unknown
Hola Seï¿½ï¿½o,Ceinture noire (Transcendance),GIMS,"3,695",22.3,42423.0,5969962.0,58.0,Unknown
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,"3,697",22.3,26160.0,3816329.0,2.0,Unknown
Take A Bite,Take A Bite,beabadoobee,"3,700",22.3,2529.0,28016380.0,78.0,Unknown
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,"3,699",22.3,56563.0,16313578.0,64.0,Unknown
Me Enamorï¿,Me Enamorï¿,Shakira,"3,685",22.3,32035.0,11367243.0,61.0,Unknown
Geri Dï¿½ï¿½nem,Geri Dï¿½ï¿½nem,Semicenk,"3,702",22.3,11465.0,6557932.0,67.0,Unknown
Gimmie A Light,Gimmie A Light,Ice Spice,"3,692",22.3,1005.0,21736311.0,,Unknown
on the street (with J. Cole),on the street (with J. Cole),j-hope,"3,689",22.3,21804.0,15669021.0,63.0,Unknown
LOST FOREVER,UTOPIA,Travis Scott,"3,683",22.3,33290.0,3109142.0,62.0,Unknown
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee (feat. Lil Uzi Vert) [Radio Version],Migos,"3,688",22.3,1317.0,319309.0,40.0,Unknown
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,"3,696",22.3,45773.0,14539681.0,67.0,Unknown
I Got Love,I Got Love,MiyaGi,"3,682",22.3,235.0,30808.0,,Unknown
SET ME FREE,READY TO BE,TWICE,"3,705",22.3,11752.0,4854730.0,62.0,Unknown
Say Something,Say Something,A Great Big World,"3,714",22.2,116991.0,57390894.0,65.0,Unknown
Cake By The Ocean - Cover,TIK & TOK DANCE MIX,MUSIC LAB JPN,"3,707",22.2,,,,Unknown
Por Dentro,Por Dentro,Rels B,"3,709",22.2,7383.0,10819131.0,,Unknown
You Belong With Me,Fearless,Taylor Swift,"3,720",22.2,87942.0,27210610.0,66.0,Unknown
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,"3,731",22.2,160628.0,48988304.0,77.0,Unknown
Tchuco Nela,Tchuco Nela,MC Rogerinho,"3,727",22.2,14889.0,8354745.0,72.0,Unknown
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,"3,730",22.2,276377.0,115315508.0,79.0,Unknown
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,"3,706",22.2,35991.0,11957152.0,61.0,Unknown
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,"3,722",22.2,40536.0,3970533.0,56.0,Unknown
One in a Million,One in a Million,Bebe Rexha,"3,734",22.2,17147.0,65679098.0,70.0,Unknown
Playing Games,Playing Games,Summer Walker,"3,737",22.2,26786.0,5711358.0,58.0,Unknown
Often,Ultimate R&B 2014,The Weeknd,"3,728",22.2,142822.0,40628124.0,73.0,Unknown
Balanï¿½ï¿½o da ,Balanï¿½ï¿½o da ,Matheus Fernandes,"3,719",22.2,19268.0,14221320.0,61.0,Unknown
Better Things,Better Things - Single,aespa,"3,738",22.2,7731.0,5625254.0,60.0,Unknown
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,"3,715",22.2,8847.0,5073881.0,,Unknown
Carnival,Carnival Pack - EP,Kanye West,"3,711",22.2,324.0,228188.0,,Unknown
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,"3,716",22.2,4244.0,2598110.0,50.0,Unknown
SEVILLA,SEVILLA,Thrife,"3,725",22.2,23652.0,1011837.0,41.0,Unknown
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,"3,717",22.2,4.0,95.0,6.0,Unknown
Caramelo - Remix,Caramelo (Remix),Leoo Remix,"3,733",22.2,82.0,2477.0,,Unknown
GHOST!,GHOST!,phonk.me,"3,713",22.2,24672.0,15850206.0,67.0,Unknown
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,"3,726",22.2,3729.0,21277335.0,77.0,Unknown
Inolvidable,Inolvidable,Ovy On The Drums,"3,712",22.2,38487.0,8731809.0,65.0,Unknown
Lioness,Lioness,Swedish House Mafia,"3,710",22.2,776.0,49144891.0,,Unknown
Zombie,Zombie,Bad Wolves,"3,718",22.2,77293.0,8225027.0,6.0,Unknown
NI BIEN NI MAL,X 100PRE,Bad Bunny,"3,735",22.2,57617.0,14966162.0,61.0,Unknown
MAï¿½ï¿½ANA SERï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,"3,721",22.2,12970.0,4805498.0,66.0,Unknown
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,"3,736",22.2,57447.0,23619962.0,63.0,Unknown
Candy Shop,Candy Shop,50 Cent,"3,732",22.2,219091.0,69258950.0,75.0,Unknown
ONLY,ONLY,LeeHi,"3,724",22.2,50340.0,7777287.0,71.0,Unknown
Avalon,Avalon,$uicideboy$,"3,723",22.2,54797.0,3940409.0,65.0,Unknown
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,"3,708",22.2,20521.0,5076875.0,61.0,Unknown
Esperï¿½ï¿½n,Esperï¿½ï¿½n,Manuel Turizo,"3,729",22.2,25970.0,7253202.0,59.0,Unknown
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,"3,751",22.1,57350.0,12202121.0,59.0,Unknown
Landmines,Landmines,Sum 41,"3,748",22.1,6754.0,7014623.0,,Unknown
Flowers,Flowers (Official Video),Miley Cyrus,"3,752",22.1,1.0,92.0,,"soft rock, pop"
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,"3,747",22.1,19814.0,4852560.0,61.0,Unknown
DANCE CRIP,DANCE CRIP,Trueno,"3,754",22.1,50642.0,5259227.0,61.0,Unknown
